49	25
31	27
3 1
47	34
6	2
40	24
9	0
44	33
26	21
16	5
42	29
18	37
43	38
20	15
41	12
22	23
19	39
48	35
28	45
11	4
14	13
30	17
32	8
46	10
7	36
36
